id,place_id,name_id
1,16130,144
2,16130,145
3,16130,146
4,16130,147
5,16130,148
6,16130,149
7,16130,150
8,16130,151
9,16130,152
10,16130,153
11,16130,154
12,16130,155
13,16130,156
14,16130,157
15,16130,158
16,16130,159
17,16130,160
18,16130,161
19,16130,162
20,16130,163
21,16130,164
22,16130,165
23,16130,166
24,16130,167
25,16130,168
26,16130,169
27,16130,170
28,16130,171
29,16130,172
30,16130,173
31,16130,174
32,16130,175
33,16130,176
34,16130,177
35,16130,178
36,16130,179
37,16130,180
38,16130,181
39,16130,182
40,16130,183
41,16130,184
42,16130,185
43,16130,186
44,16130,187
45,16130,188
46,16130,189
47,16130,190
48,16130,191
49,16130,192
50,16130,193
51,16130,194
52,16130,195
53,16130,196
54,16130,197
55,16130,198
56,16130,199
57,16130,200
58,16130,201
59,16130,202
60,16130,203
61,16130,204
62,16130,205
63,16130,206
64,16130,207
65,16130,208
66,22077,209
67,22077,210
68,22077,211
69,22077,212
70,22077,213
71,22077,214
72,22077,215
73,22077,216
74,22077,217
75,22077,218
76,22077,219
77,22077,220
78,22077,221
79,22077,222
80,22077,223
81,22077,224
82,22077,225
83,22077,226
84,22077,227
85,22077,228
86,22077,229
87,22077,230
88,22077,231
89,22077,232
90,22077,233
91,22077,234
92,22077,235
93,22077,236
94,22077,237
95,22077,238
96,22077,239
97,22077,240
98,22077,241
99,22077,242
100,22077,243
101,22077,244
102,22077,245
103,22077,246
104,22077,247
105,22077,248
106,22077,249
107,22077,250
108,22077,251
109,22077,252
110,22077,253
111,22077,254
112,22077,255
113,22077,256
114,22077,257
115,22077,258
116,22077,259
117,22077,260
118,22077,261
119,22077,262
120,22077,263
121,22077,264
122,22077,265
123,22077,266
124,22077,267
125,22077,268
126,22077,269
127,22077,270
128,22077,271
129,22077,272
130,22077,273
131,22077,274
132,22077,275
133,22077,276
134,22077,277
135,22077,278
136,22077,279
137,22077,280
138,22077,281
139,22077,282
140,22077,283
141,22077,284
142,22077,285
143,22077,286
144,22077,287
145,22077,288
146,22077,289
147,22077,290
148,22077,291
149,22077,292
150,22077,293
151,22077,294
152,22077,295
153,22077,296
154,22077,297
155,22077,298
156,22077,299
157,22077,300
158,22077,301
159,22077,302
160,22077,303
161,22077,304
162,22077,305
163,22077,306
164,22077,307
165,22077,308
166,22077,309
167,22077,310
168,22077,311
169,22077,312
170,22077,313
171,22077,314
172,22077,315
173,22077,316
174,22077,317
175,22077,318
176,22077,319
177,22077,320
178,22077,321
179,22077,322
180,22077,323
181,22077,324
182,22077,325
183,22077,326
184,22077,327
185,22077,328
186,22077,329
187,22077,330
188,22077,331
189,22077,332
190,22077,333
191,22077,334
192,22077,335
193,22077,336
194,22077,337
195,22077,338
196,22077,339
197,22077,340
198,22077,341
199,22077,342
200,22077,343
201,22077,344
202,22077,345
203,22077,346
204,22077,347
205,22077,348
206,22077,349
207,22077,350
208,22077,351
209,22077,352
210,22077,353
211,22077,354
212,22077,355
213,22077,356
214,22077,357
215,22077,358
216,22077,359
217,22077,360
218,22077,361
219,22077,362
220,22077,363
221,22077,364
222,22077,365
223,22077,366
224,22077,367
225,22077,368
226,22077,369
227,22077,370
228,22077,371
229,22077,372
230,22077,373
231,22077,374
232,22077,375
233,22077,376
234,22077,377
235,22077,378
236,22077,379
237,22077,380
238,22077,381
239,22077,382
240,22077,383
241,22077,384
242,22077,385
243,22077,386
244,22077,387
245,22077,388
246,22077,389
247,22077,390
248,22077,391
249,22077,392
250,22077,393
251,22077,394
252,22077,395
253,22077,396
254,22077,397
255,22077,398
256,22077,399
